"marca_vehiculo","modelo_vehiculo","tipo_vehiculo","edad_vehiculo","fecha_accidente","gravedad_accidente","departamento_accidente","municipio_accidente","autoridad_de_transito"
"YAMAHA","2022","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
"YAMAHA","2008","MOTOCICLETA","18","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
"YAMAHA","2025","MOTOCICLETA","1","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
"YAMAHA","2015","MOTOCICLETA","11","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
"AKT","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
"BAJAJ","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
"BAJAJ","2025","MOTOCICLETA","2","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
"CHEVROLET","2013","AUTOMOVIL","14","12/2024","CON MUERTOS","ATLANTICO","MALAMBO","STRIA DE TTOyTTE MALAMBO"
"HONDA","2019","MOTOCICLETA","7","12/2024","CON HERIDOS","TOLIMA","MARIQUITA","STRIA DE TTOyTTE MCPAL DE SAN SEBASTIAN DE MARIQUITA TOLIMA"
"BAJAJ","2011","MOTOCICLETA","15","12/2024","CON MUERTOS","CASANARE","VILLANUEVA","STRIA TTOyMOV MCPAL VILLANUEVA"
"YAMAHA","2017","MOTOCICLETA","9","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","STRIA TTOyMOV PIEDECUESTA/SANTANDER"
"AKT","2025","MOTOCICLETA","2","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","STRIA TTOyMOV PIEDECUESTA/SANTANDER"
"AKT","2024","MOTOCICLETA","3","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","STRIA TTOyMOV PIEDECUESTA/SANTANDER"
"BAJAJ","2014","MOTOCICLETA","13","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","STRIA TTOyMOV PIEDECUESTA/SANTANDER"
"BAJAJ","2014","MOTOCICLETA","13","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","STRIA TTOyMOV PIEDECUESTA/SANTANDER"
"AKT","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","STRIA TTOyMOV PIEDECUESTA/SANTANDER"
"YAMAHA","2009","MOTOCICLETA","17","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","STRIA TTOyMOV PIEDECUESTA/SANTANDER"
"YAMAHA","2015","MOTOCICLETA","11","12/2024","CON HERIDOS","ANTIOQUIA","LA ESTRELLA","STRIA TTOYTTE MCPAL LA ESTRELLA"
"RENAULT","2023","AUTOMOVIL","3","12/2024","CON HERIDOS","ANTIOQUIA","LA ESTRELLA","STRIA TTOYTTE MCPAL LA ESTRELLA"
"YAMAHA","2014","MOTOCICLETA","12","12/2024","CON HERIDOS","ANTIOQUIA","LA ESTRELLA","STRIA TTOYTTE MCPAL LA ESTRELLA"
"YAMAHA","2018","MOTOCICLETA","9","12/2024","CON HERIDOS","ANTIOQUIA","LA ESTRELLA","STRIA TTOYTTE MCPAL LA ESTRELLA"
"BAJAJ","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","ANTIOQUIA","LA ESTRELLA","STRIA TTOYTTE MCPAL LA ESTRELLA"
"BAJAJ","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","ANTIOQUIA","LA ESTRELLA","STRIA TTOYTTE MCPAL LA ESTRELLA"
"AKT","2020","MOTOCICLETA","6","12/2024","CON HERIDOS","ANTIOQUIA","LA ESTRELLA","STRIA TTOYTTE MCPAL LA ESTRELLA"
"AKT","2010","MOTOCICLETA","16","12/2024","CON HERIDOS","ANTIOQUIA","LA ESTRELLA","STRIA TTOYTTE MCPAL LA ESTRELLA"
"BAJAJ","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","CALDAS","NEIRA","STRIA TTO MOV MCPAL NEIRA/CALDAS"
"BAJAJ","2019","MOTOCICLETA","7","12/2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"YAMAHA","2016","MOTOCICLETA","11","12/2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"AKT","2014","MOTOCICLETA","13","12/2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"AKT","2011","MOTOCICLETA","15","12/2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"TOYOTA","2022","CAMIONETA","4","12/2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"YAMAHA","2010","MOTOCICLETA","16","12/2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"CHANGAN","2019","CAMIONETA","8","12/2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"BAJAJ","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"AKT","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","ANTIOQUIA","CAUCASIA","STRIA TTOYTTE CAUCASIA"
"YAMAHA","2011","MOTOCICLETA","15","12/2024","CON MUERTOS","ANTIOQUIA","CAUCASIA","STRIA TTOYTTE CAUCASIA"
"TOYOTA","2011","CAMIONETA","14","12/2024","CON MUERTOS","ANTIOQUIA","CAUCASIA","STRIA TTOYTTE CAUCASIA"
"AUTECO","2008","MOTOCICLETA","18","12/2024","CON MUERTOS","ANTIOQUIA","CAUCASIA","STRIA TTOYTTE CAUCASIA"
"BAJAJ","2025","MOTOCICLETA","2","12/2024","CON MUERTOS","ANTIOQUIA","CAUCASIA","STRIA TTOYTTE CAUCASIA"
"INTERNATIONAL","2007","CAMION","19","12/2024","CON MUERTOS","ANTIOQUIA","CAUCASIA","STRIA TTOYTTE CAUCASIA"
"RENAULT","2014","AUTOMOVIL","12","12/2024","CON HERIDOS","CUNDINAMARCA","MADRID","STRIA TTOYTTE MCPAL DE MADRID"
"BENELLI","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","CUNDINAMARCA","MADRID","STRIA TTOYTTE MCPAL DE MADRID"
"BAJAJ","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","CUNDINAMARCA","MADRID","STRIA TTOYTTE MCPAL DE MADRID"
"BAJAJ","2022","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","LA ESTRELLA","STRIA TTOYTTE MCPAL LA ESTRELLA"
"RENAULT","1991","AUTOMOVIL","35","12/2024","CON MUERTOS","CUNDINAMARCA","FACATATIVA","STRIA TTO MCPAL FACATATIVA"
"AKT","2022","MOTOCICLETA","4","12/2024","CON HERIDOS","CAUCA","PUERTO TEJADA","STRIA TTO MCPAL PUERTO TEJADA"
"BAJAJ","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","ANTIOQUIA","SANTA ROSA DE OSOS","STRIA TTO MCPAL SANTA ROSA DE OSOS"
"YAMAHA","2022","MOTOCICLETA","4","12/2024","CON HERIDOS","VALLE DEL CAUCA","TULUA","STRIA TTO MCPAL TULUA"
"AKT","2013","MOTOCICLETA","13","12/2024","CON HERIDOS","VALLE DEL CAUCA","TULUA","STRIA TTO MCPAL TULUA"
"BAJAJ","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","VALLE DEL CAUCA","TULUA","STRIA TTO MCPAL TULUA"
"RENAULT","2021","AUTOMOVIL","5","12/2024","CON HERIDOS","VALLE DEL CAUCA","TULUA","STRIA TTO MCPAL TULUA"
"QINGQI","2007","MOTOCICLETA","20","12/2024","CON HERIDOS","VALLE DEL CAUCA","TULUA","STRIA TTO MCPAL TULUA"
"RENAULT","2018","AUTOMOVIL","9","12/2024","CON HERIDOS","VALLE DEL CAUCA","TULUA","STRIA TTO MCPAL TULUA"
"RENAULT","2013","CAMPERO","12","12/2024","CON HERIDOS","SANTANDER","MALAGA","STRIA TTOyTTE MCPAL MALAGA"
"YAMAHA","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","SANTANDER","MALAGA","STRIA TTOyTTE MCPAL MALAGA"
"RENAULT","2013","CAMPERO","12","12/2024","CON HERIDOS","SANTANDER","MALAGA","STRIA TTOyTTE MCPAL MALAGA"
"YAMAHA","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","SANTANDER","MALAGA","STRIA TTOyTTE MCPAL MALAGA"
"TOYOTA","1998","CAMIONETA","28","12/2024","CON HERIDOS","BOYACA","PAIPA","STRIA TTOyTTE MCPAL PAIPA"
"YAMAHA","1999","MOTOCICLETA","27","12/2024","CON HERIDOS","CAUCA","PIENDAMO","STRIA TTOyTTE MCPAL PIENDAMO"
"AKT","2025","MOTOCICLETA","2","12/2024","CON HERIDOS","CAUCA","POPAYAN","STRIA TTOyTTE MCPAL POPAYAN"
"YAMAHA","2006","MOTOCICLETA","23","12/2024","CON HERIDOS","CAUCA","POPAYAN","STRIA TTOyTTE MCPAL POPAYAN"
"BAJAJ","2010","MOTOCICLETA","15","12/2024","CON HERIDOS","CAUCA","POPAYAN","STRIA TTOyTTE MCPAL POPAYAN"
"RENAULT","2014","CAMPERO","12","12/2024","CON HERIDOS","CAUCA","POPAYAN","STRIA TTOyTTE MCPAL POPAYAN"
"BAJAJ","2024","MOTOCICLETA","3","12/2024","CON HERIDOS","CAUCA","POPAYAN","STRIA TTOyTTE MCPAL POPAYAN"
"INTERNATIONAL","2015","CAMION","11","12/2024","CON HERIDOS","CAUCA","POPAYAN","STRIA TTOyTTE MCPAL POPAYAN"
"AKT","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","CAUCA","POPAYAN","STRIA TTOyTTE MCPAL POPAYAN"
"RENAULT","2016","CAMIONETA","10","12/2024","CON HERIDOS","CAUCA","POPAYAN","STRIA TTOyTTE MCPAL POPAYAN"
"BAJAJ","2025","MOTOCICLETA","1","12/2024","CON HERIDOS","CESAR","LA PAZ","STRIA TTOyTTE MCPAL LA PAZ"
"AKT","2019","MOTOCICLETA","7","12/2024","CON HERIDOS","NARINO","IPIALES","STRIA TTOyTTE MCPAL IPIALES"
"AKT","2016","MOTOCICLETA","10","12/2024","CON MUERTOS","NARINO","IPIALES","STRIA TTOyTTE MCPAL IPIALES"
"BAJAJ","2019","MOTOCICLETA","7","12/2024","CON HERIDOS","VALLE DEL CAUCA","JAMUNDI","STRIA TTOyTTE MCPAL JAMUNDI"
"AKT","2006","MOTOCICLETA","20","12/2024","CON HERIDOS","VALLE DEL CAUCA","JAMUNDI","STRIA TTOyTTE MCPAL JAMUNDI"
"RENAULT","2020","CAMIONETA","7","12/2024","CON HERIDOS","VALLE DEL CAUCA","JAMUNDI","STRIA TTOyTTE MCPAL JAMUNDI"
"BAJAJ","2015","MOTOCICLETA","11","12/2024","CON HERIDOS","VALLE DEL CAUCA","JAMUNDI","STRIA TTOyTTE MCPAL JAMUNDI"
"BAJAJ","2014","MOTOCICLETA","12","12/2024","CON HERIDOS","VALLE DEL CAUCA","JAMUNDI","STRIA TTOyTTE MCPAL JAMUNDI"
"AKT","2015","MOTOCICLETA","11","12/2024","CON HERIDOS","VALLE DEL CAUCA","JAMUNDI","STRIA TTOyTTE MCPAL JAMUNDI"
"AKT","2025","MOTOCICLETA","2","12/2024","CON HERIDOS","VALLE DEL CAUCA","JAMUNDI","STRIA TTOyTTE MCPAL JAMUNDI"
"TOYOTA","2008","CAMIONETA","18","12/2024","CON HERIDOS","VALLE DEL CAUCA","JAMUNDI","STRIA TTOyTTE MCPAL JAMUNDI"
"YAMAHA","2017","MOTOCICLETA","10","12/2024","CON HERIDOS","CAQUETA","FLORENCIA","STRIA TTOyTTE MCPAL FLORENCIA"
"RENAULT","1998","AUTOMOVIL","27","12/2024","CON HERIDOS","CAQUETA","FLORENCIA","STRIA TTOyTTE MCPAL FLORENCIA"
"AKT","2023","MOTOCICLETA","2","12/2024","CON HERIDOS","CAQUETA","FLORENCIA","STRIA TTOyTTE MCPAL FLORENCIA"
"AKT","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","CAQUETA","FLORENCIA","STRIA TTOyTTE MCPAL FLORENCIA"
"AKT","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","CAQUETA","FLORENCIA","STRIA TTOyTTE MCPAL FLORENCIA"
"AKT","2022","MOTOCICLETA","4","12/2024","CON HERIDOS","CAQUETA","FLORENCIA","STRIA TTOyTTE MCPAL FLORENCIA"
"YAMAHA","2022","MOTOCICLETA","4","12/2024","CON MUERTOS","CAQUETA","FLORENCIA","STRIA TTOyTTE MCPAL FLORENCIA"
"AKT","2024","MOTOCICLETA","2","12/2024","CON MUERTOS","CAQUETA","FLORENCIA","STRIA TTOyTTE MCPAL FLORENCIA"
"YAMAHA","2024","MOTOCICLETA","2","12/2024","CON MUERTOS","CAQUETA","FLORENCIA","STRIA TTOyTTE MCPAL FLORENCIA"
"BAJAJ","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","CUNDINAMARCA","GIRARDOT","STRIA TTOyTTE MCPAL GIRARDOT"
"RENAULT","2011","AUTOMOVIL","14","12/2024","CON HERIDOS","CUNDINAMARCA","GIRARDOT","STRIA TTOyTTE MCPAL GIRARDOT"
"RENAULT","2020","CAMIONETA","6","12/2024","CON HERIDOS","CUNDINAMARCA","GIRARDOT","STRIA TTOyTTE MCPAL GIRARDOT"
"BAJAJ","2010","MOTOCICLETA","16","12/2024","CON HERIDOS","NARINO","IPIALES","STRIA TTOyTTE MCPAL IPIALES"
"AKT","2024","MOTOCICLETA","3","12/2024","CON HERIDOS","NARINO","IPIALES","STRIA TTOyTTE MCPAL IPIALES"
"DAEWOO","1998","AUTOMOVIL","28","12/2024","CON HERIDOS","NARINO","IPIALES","STRIA TTOyTTE MCPAL IPIALES"
"AKT","2020","MOTOCICLETA","7","12/2024","CON HERIDOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2024","MOTOCICLETA","3","12/2024","CON HERIDOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2018","MOTOCICLETA","8","12/2024","CON HERIDOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2018","MOTOCICLETA","8","12/2024","CON HERIDOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2011","MOTOCICLETA","15","12/2024","CON HERIDOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2011","MOTOCICLETA","15","12/2024","CON HERIDOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2017","MOTOCICLETA","9","12/2024","CON HERIDOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2018","MOTOCICLETA","8","12/2024","CON HERIDOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2024","MOTOCICLETA","2","12/2024","CON MUERTOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2017","MOTOCICLETA","10","12/2024","CON MUERTOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2017","MOTOCICLETA","10","12/2024","CON MUERTOS","VALLE DEL CAUCA","BUENAVENTURA","STRIA TTOyTTE MCPAL BUENAVENTURA"
"YAMAHA","2024","MOTOCICLETA","2","12/2024","CON MUERTOS","CAUCA","CALOTO","STRIA TTOyTTE MCPAL CALOTO"
"RENAULT","2016","AUTOMOVIL","11","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"BAJAJ","2014","MOTOCICLETA","13","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"RENAULT","2006","AUTOMOVIL","21","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"YAMAHA","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"YAMAHA","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"YAMAHA","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"YAMAHA","2015","MOTOCICLETA","12","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"YAMAHA","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"AKT","2020","MOTOCICLETA","6","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"AKT","2011","MOTOCICLETA","15","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"BAJAJ","2022","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"BAJAJ","2019","MOTOCICLETA","7","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"BAJAJ","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"YAMAHA","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"AKT","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"BAJAJ","2010","MOTOCICLETA","16","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"YAMAHA","2017","MOTOCICLETA","9","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"RENAULT","2002","AUTOMOVIL","24","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"YAMAHA","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","STRIA TTEyTTO GIRARDOTA"
"RENAULT","2023","AUTOMOVIL","3","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2025","MOTOCICLETA","2","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2022","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2019","MOTOCICLETA","8","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"RENAULT","2020","AUTOMOVIL","6","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"YAMAHA","2017","MOTOCICLETA","9","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2020","MOTOCICLETA","7","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"YAMAHA","2024","MOTOCICLETA","3","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2018","MOTOCICLETA","8","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2014","MOTOCICLETA","12","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"MAZDA","2015","CAMIONETA","11","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"CHEVROLET","2013","CAMIONETA","13","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"CHEVROLET","2016","CAMIONETA","11","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"CHEVROLET","2019","BUS","7","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"CHEVROLET","2018","BUS","8","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"HONDA","2011","MOTOCICLETA","15","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"NISSAN","2006","MICROBUS","20","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"CHEVROLET","2008","AUTOMOVIL","18","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"HONDA","2009","MOTOCICLETA","16","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"CHEVROLET","2012","BUS","14","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"CHEVROLET","2015","BUS","11","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"CHEVROLET","2017","BUS","10","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"CHEVROLET","2007","AUTOMOVIL","19","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"HONDA","2017","MOTOCICLETA","9","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"MAZDA","2006","CAMIONETA","20","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"HONDA","2013","MOTOCICLETA","13","12/2024","CON HERIDOS","QUINDIO","ARMENIA","STRIA DE TTOYTTE MCPAL ARMENIA"
"RENAULT","2009","AUTOMOVIL","17","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"RENAULT","2007","AUTOMOVIL","19","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2013","MOTOCICLETA","14","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"RENAULT","2022","CAMPERO","5","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"TOYOTA","2015","CAMPERO","10","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"RENAULT","1996","AUTOMOVIL","30","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"YAMAHA","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2024","MOTOCICLETA","1","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"YAMAHA","2018","MOTOCICLETA","8","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"TOYOTA","2022","CAMIONETA","4","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2014","MOTOCICLETA","12","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"RENAULT","2008","AUTOMOVIL","18","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"YAMAHA","2024","MOTOCICLETA","3","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"RENAULT","2008","AUTOMOVIL","18","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2015","MOTOCICLETA","11","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"RENAULT","2024","CAMIONETA","2","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2011","MOTOCICLETA","15","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"YAMAHA","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"RENAULT","2006","AUTOMOVIL","20","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"YAMAHA","2021","MOTOCICLETA","6","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2013","MOTOCICLETA","13","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"YAMAHA","2013","MOTOCICLETA","13","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2018","MOTOCICLETA","9","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
