cod_departamento,departamento,cod_municipio,municipio,ano,bajo_peso_nacer,controles_prenatales,fecundidad_adolescente,mortalidad_fetal,mortalidad_general,mortalidad_infantil,mortalidad_materna,mortalidad_neonatal,partos_cesarea,partos_institucionales
52,Nariño,52001,Pasto,2011,12.52429543,6.001214772,106.2009979,143.4814275,7.638616091,21.98736638,194.3634597,13.8483965,57.4829932,99.31989613
27,Chocó,27001,Quibdó,2012.0,5.795314427,4.374601618,148.5529557,9.951456311,5.684386191,26.47707772,122.5790635,17.40622702,25.88869821,99.42871336
5,Antioquia,5045,Apartadó,2012,5.208038494,5.206906312,123.983293,50.52405267,2.590323729,3.962637985,,1.981318992,35.89017832,99.54115285
70,Sucre,70001,Sincelejo,2006,8.540242293,5.392418643,138.4716408,3.089720737,5.50208607,12.99320539,71.52223149,9.178686375,56.09726881,99.36662607
44,La Guajira,44430,Maicao,2014,7.992202729,5.122807018,110.5144149,7.736943907,2.338946373,18.37928154,167.0843776,11.69590643,52.74296853,98.83654938
47,Magdalena,47189,Ciénaga,2009,7.444359171,4.829184221,150.8935825,8.731966591,3.257455684,13.40482574,76.59900421,7.659900421,51.22982321,99.57048028
5,ANTIOQUIA,5001,Medellín,2010.0,13.05089565,6.565177077,86.43528375,55.32981338,7.031009595,13.85705087,59.2401803,9.581455248,38.12884075,99.73594571
13,Bolívar,13001,Cartagena,2009,8.711738984,5.57558018,116.0414301,17.70311345,4.607189186,14.80242526,71.08509304,8.90654401,62.46958127,99.68327341
5,  Antioquia  ,5615,Rionegro,2018.0,11.43825461,7.336793052,145.5289305,92.11538462,12.44918498,11.22643508,,5.719127304,,99.89161067
47,Magdalena,47189,Ciénaga,2020.0,6.617015182,4.368812589,173.0503796,15.49295775,6.096236901,6.008583691,171.6738197,4.577968526,42.20314735,98.49319038
44,La Guajira,44650,San Juan Del Cesar,2014.0,12.52559727,5.891163425,437.3820013,13.79542396,12.10279233,16.37666325,204.7082907,11.60013647,,99.61551905
5,Antioquia,5045,Apartadó,2005,6.695103858,4.922321098,196.8845761,59.45945946,3.363365191,16.68520578,55.61735261,12.42120875,31.81649331,99.39117199
76,VALLE DEL CAUCA,76109,Buenaventura,2010.0,7.906204607,4.910351967,68.41859742,14.08450704,2.483708416,12.62939959,144.9275362,7.453416149,29.11051213,96.6893039
52,Nariño,52835,San Andres De Tumaco,2007,6.912310768,3.973272676,,10.41080473,3.539347638,21.32499289,,13.07932897,52.3497579,99.56509133
5,Antioquia,5001,Medellín,2008.0,13.58142346,6.080940795,,58.1418189,6.810748816,16.1510833,,10.31166725,35.27350048,99.69213145
44,La Guajira,44650,San Juan Del Cesar,2006,7.716436637,4.333333333,194.3019943,8.106543138,3.774363813,13.42673672,,4.670169294,,95.08901166
52,Nariño,52835,San Andres De Tumaco,2013,4.267284155,5.107001321,,19.11240687,3.35742451,,99.07529723,7.265521797,63.70541612,99.32111337
8,atlantico,sin dato,Barranquilla,2017.0,9.078187861,6.451985307,,42.5389382,8.524991635,,78.71261151,11.10722407,67.65203195,99.94338836
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2019.0,14.5834776,6.533662407,41.13076482,78.30891403,5.104788426,,31.65433467,6.330866933,43.83729672,99.77248827
52,Nariño,52356,Ipiales,2011.0,7.402511566,5.709187046,115.2450091,39.06001905,4.54347568,,99.14077991,5.948446794,39.75545274,98.32214765
50,Meta,50001,Villavicencio,2015.0,6.215767635,5.548713693,104.8661577,124.2096083,6.466847345,10.04149378,74.68879668,4.481327801,37.42738589,99.7715736
5,ANTIOQUIA,5045,Apartadó,2018.0,8.447672854,6.348399247,90.55040442,129.1002812,3.696146985,8.878127522,80.7102502,5.380683347,32.58003766,99.72670128
27,chocó,"27,001",Quibdó,2015,9.086640056,4.616911936,153.1690141,29.47177511,6.464381087,26.8628825,,15.65054894,34.31510051,99.20920201
23,Córdoba,23001,Montería,2007,10.72973481,4.92549498,120.0123724,161.7242193,7.050321446,35.09430421,234.587595,23.55259454,57.622496,99.73004242
5,ANTIOQUIA,5045,Apartadó,2015,6.836342113,6.041136431,89.44599195,162.7849356,3.321047701,7.990529743,88.78366381,3.847292098,32.16928085,99.63888053
5, ANTIOQUIA ,5001,Medellín,2012,11.96221924,6.561702774,93.39731627,105.5979356,6.796040637,13.05932375,55.67928731,8.377201863,37.00693706,99.78259744
19,CAUCA,19001,Popayán,2010.0,,5.787976313,165.0469027,15.33781214,6.910197526,14.80432544,90.11328527,10.16992791,42.21506761,99.72361148
76,Valle del Cauca,76001,Cali,2014,10.11376249,6.956168336,66.91694325,109.268823,7.00250007,13.06627459,,8.461175687,40.83784159,99.75883788
11,"Bogotá, D.C.","11,001","Bogotá, D.C.",2017,13.59206373,6.701382962,45.94517299,73.45588735,4.562704329,10.81041397,34.87230313,7.194706751,43.40500509,99.74695171
5,Antioquia,5615,Rionegro,2010,11.45423919,6.83141977,135.9447005,14.08061844,6.779722466,8.961075329,56.00672081,,42.3206278,99.85561652
17,Caldas,17001,Manizales,2018.0,10.34196891,7.224362958,49.16339599,14.294466,8.497110982,13.67308888,20.71680133,7.043712451,31.46882121,99.70432946
76,valle del cauca,76109,Buenaventura,2014,6.327900288,5.812523937,69.85406674,90.56078022,2.767475909,11.29835312,95.74875527,9.000382995,29.64381463,95.03407984
13,Bolívar,sin dato,Cartagena,2011,9.186661422,6.057890598,114.0023656,16.58503051,4.100620586,12.01502971,83.01293254,7.427472912,62.61796575,99.73586426
13,Bolívar,"13,001",Cartagena,2007,9.033223277,5.433087515,92.68984106,12.87925066,4.007680017,14.59439946,103.1406323,8.715383425,61.68764184,99.64681075
44,la guajira,"44,430",Maicao,2013.0,7.296283669,5.051465576,89.41791261,7.442489851,2.099439489,20.10906612,306.7484663,,52.09682919,99.65325936
20,  Cesar  ,20001,Valledupar,2016.0,,6.072691148,141.8539946,16.83955274,6.297237376,19.25184982,75.36311318,13.83940806,,99.76240391
18,Caquetá,"18,001",Florencia,2020,6.048780488,4.986862442,152.3272214,51.31964809,9.045667617,5.602782071,57.95981453,3.670788253,47.4690881,98.36839001
23,Córdoba,23001,Montería,2015.0,11.87484752,5.970676096,189.5344249,102.6805252,9.814163122,,170.7004816,19.99634213,82.08864232,99.72565158
73,Tolima,73001,Ibagué,2005.0,7.868177137,5.337380127,81.57427073,108.2605531,6.464176018,18.87369925,81.61599674,10.91613956,31.01538462,98.87511718
17,  Caldas  ,17001,Manizales,2005.0,9.333333333,6.20773019,76.49793388,55.53206483,8.038568276,20.44470974,44.7694374,14.47545143,26.82198327,-6.03
20,Cesar,20001,Valledupar,2007,9.901897864,5.217293706,116.7646149,12.06422425,4.970402177,24.06393104,80.81170872,14.63589836,65.54164398,98.06785615
52,Nariño,52835,San Andres De Tumaco,2020.0,5.757832345,4.358171041,69.96322027,88.03088803,3.330065512,6.491673723,56.44933672,3.669206887,,97.06301682
54,Norte de Santander,54001,Cúcuta,2016.0,7.589447055,6.522351412,,100.4352628,7.655626314,13.36029465,,9.460532967,58.0486748,99.86023246
27,Chocó,27001,Quibdó,2010,10.81565581,4.795420755,121.4592911,26.3462652,5.387517027,29.43800178,208.1474874,14.86767767,33.69111509,98.72650091
41,Huila,41001,Neiva,2015,9.459459459,6.470406269,134.0440746,123.7010933,9.28045084,17.01381728,51.55702207,12.68302743,51.59826768,99.83095615
44,La Guajira,44001,Riohacha,2010.0,9.60182025,4.572301426,88.76994547,8.970621216,2.857933934,24.89250962,113.147771,13.12514143,46.58962157,99.11483811
76,Valle del Cauca,76001,Cali,2006,12.22753993,6.550292018,81.58403288,17.82072201,7.108622474,17.93640493,93.44581441,11.36924075,36.47728454,99.43948571
15,Boyacá,15001,Tunja,2018.0,16.22529644,7.142687747,,25.98652551,8.814331822,12.8458498,118.5770751,8.695652174,32.31225296,99.938788
52,NARIÑO,sin dato,San Andres De Tumaco,2016.0,5.479452055,4.777389277,93.28321298,12.08981002,3.216143471,8.158508159,116.5501166,,58.91608392,99.38162544
8,Atlántico,sin dato,Sabanalarga,2008,8.609556608,5.689862543,137.037037,7.672634271,3.714092486,16.75257732,128.8659794,10.30927835,141.2,100.0
44,La Guajira,sin dato,San Juan Del Cesar,2010,9.599614086,5.056304139,271.2671029,23.03714151,5.285742704,9.143407122,48.12319538,5.293551492,64.03678606,99.51171875
18,Caquetá,18001,Florencia,2013,7.240055827,5.611929946,202.6389057,9.617035892,5.819336067,10.40402289,121.380267,,52.60967574,98.7072782
19,CAUCA,19001,Popayán,2017.0,10.18455998,6.159653465,171.3190047,35.06676799,8.454503935,11.02610261,45.00450045,7.98829883,45.93834383,99.71214738
76,Valle del Cauca,76109,Buenaventura,2013.0,7.255166217,5.341627438,,27.8927871,2.850425483,14.12239408,224.1649854,,31.50224215,94.30727023
54,  Norte de Santander  ,54001,Cúcuta,2011,6.896792677,5.584834783,101.5184669,18.43632639,7.167087428,13.84347826,,9.460869565,62.4,99.39162422
41,Huila,41001,Neiva,2013,,6.675037519,142.9638854,126.0820145,7.624730648,16.10805403,80.04002001,10.8054027,50.27513757,99.75500204
20,Cesar,"20,001",Valledupar,2006,9.722486219,5.055560674,116.8865297,18.09463494,4.699449352,,101.3544642,16.40099512,57.22744361,97.9787336
8,ATLÁNTICO,8758,Soledad,2006.0,5.57369403,4.105605955,40.78465186,13.08539945,1.734215698,,116.3061177,6.280530356,,99.38505203
11,"  Bogotá, D.C.  ",11001,"Bogotá, D.C.",2018,14.01824941,6.679370444,41.20334789,75.52710978,4.574108913,10.63100468,,6.884565249,43.18640467,99.73238004
73,,73001,Ibagué,2019,8.441393338,6.614086294,58.1060102,36.55703631,8.056528138,9.644670051,76.14213198,5.583756345,41.7893401,99.68887737
17,Caldas,17001,Manizales,2006.0,11.30407815,6.289461503,78.16571131,51.93095377,7.76595243,23.14457645,92.57830582,18.05276963,,99.63381627
8,Atlántico,8758,Soledad,2017.0,7.813191678,5.549800797,39.49194892,36.67377399,1.990414582,10.40283311,44.26737494,7.082779991,,99.86631016
17,Caldas,17001,Manizales,2013.0,9.267734554,6.976739752,70.74695624,17.60629331,8.052557819,15.06196378,38.13155386,9.914204004,31.97330791,99.84344423
41,Huila,41001,Neiva,2020.0,8.699080158,6.060028898,97.70352035,85.96470164,11.91521591,14.71167739,78.81255747,9.720215421,54.17049783,99.77278802
66,Risaralda,66001,Pereira,2014.0,9.600269481,6.828805568,95.00422476,94.34729565,9.501589306,10.2155366,56.12932196,7.296811855,33.12752582,99.8388582
73,Tolima,73001,Ibagué,2013,8.515463918,6.511723571,84.95748057,53.53319058,6.760291485,11.00370218,20.56766763,6.787330317,46.65226782,99.63165649
73,Tolima,73001,Ibagué,2010,9.408210044,6.06314259,87.44320529,65.50854037,6.749891269,13.91629453,41.54117769,9.450617925,40.47149237,99.41333333
8,Atlántico,"87,58",Soledad,2008,,4.403777717,35.97449909,11.09907959,1.437861443,12.04489461,54.74952094,6.843690118,54.34782609,99.52619844
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2012.0,13.47391145,5.910204116,66.61831391,86.96765384,4.394199445,13.34149119,52.68614354,8.871666752,40.53417859,99.77722686
18,Caquetá,18001,Florencia,2010,6.452192667,5.040007176,,11.3515431,5.536718859,11.48188016,143.523502,6.817366344,42.28900486,99.76316269
18,  Caquetá  ,18001,Florencia,2008.0,6.428161469,4.900554599,184.9590856,20.41963282,5.908312475,24.67010901,38.24823102,14.53432779,44.41882805,99.68645895
20,Cesar,20001,Valledupar,2012,,6.127842841,140.2439024,11.94475551,4.774639835,18.73819418,120.8915754,,70.59312429,99.6368974
47,Magdalena,47001,Santa Marta,2008.0,9.487702926,5.775344059,,9.693828582,5.833768661,29.36615623,174.4524133,19.96510952,,99.50362355
8,Atlántico,8638,Sabanalarga,2015.0,6.395614436,6.17222476,132.8571429,11.73814898,5.694261936,11.87756967,,9.593421654,53.54042942,99.86111111
47,Magdalena,47189,Ciénaga,2018,5.814639906,5.118949233,,33.65658871,5.161302587,7.083825266,29.51593861,5.312868949,38.66587957,99.91055456
41,Huila,"41,001",Neiva,2014,8.140947752,6.58472433,141.8575064,123.4370843,8.213594631,19.22104198,40.46535154,13.05007587,50.27819929,99.79240191
76,Valle del Cauca,76109,Buenaventura,2017,8.139782655,5.114827439,58.94973437,34.95065789,2.275296438,13.20835109,85.2151683,8.947592671,33.36173839,96.37271937
13, BOLÍVAR ,13001,Cartagena,2012,,6.064353597,121.6719795,25.819067,4.532092238,15.36129772,65.54153695,9.995084385,62.95264624,99.87465006
68,  Santander  ,68001,Bucaramanga,2012,11.40742912,6.403354574,120.0447928,52.66444629,7.856578007,13.40364755,51.27078298,8.862521058,56.69816158,99.77430033
47,Magdalena,"47,189",Ciénaga,2007,5.544933078,4.562094001,140.3003497,11.33358519,3.896065852,,152.8467711,9.552923194,,99.61104629
44,La Guajira,44430,Maicao,2008.0,4.988513292,4.225859247,86.71559083,8.116883117,2.015546384,3.927986907,32.73322422,1.963993453,36.22047244,99.7002997
52,Nariño,52356,Ipiales,2020.0,11.2367749,6.661072601,107.8496776,103.6625245,8.468869781,,36.48303539,4.013133893,44.54578621,99.58970533
68,Santander,68001,Bucaramanga,2005,,5.586138069,101.9670815,15.71709234,7.31324788,15.2109574,48.17950306,11.35659715,47.24376731,99.20573557
52,Nariño,52835,San Andres De Tumaco,2015,5.684210526,5.27269994,96.44976365,12.47030879,3.536028929,,60.13229104,7.51653638,62.32711966,99.66545012
76,Valle del Cauca,76109,Buenaventura,2018,7.221057536,5.317959469,54.61843309,34.19572553,2.598768533,20.73142325,93.17493594,15.83973911,30.88749126,98.14161374
44,La Guajira,"44,001",Riohacha,2017,9.865175929,4.777193559,101.7186406,16.96010338,2.339240215,19.06013802,82.15576733,12.98061124,53.48340453,99.06119028
47,magdalena,47001,Santa Marta,2019.0,115.1,5.15555958,92.97149217,32.58584443,5.5061114,12.94820717,90.5469033,7.605939877,71.59543644,99.97223765
54,norte de santander,54001,Cúcuta,2019.0,,5.110590336,110.3364072,105.9563005,7.605476263,13.83774132,,7.755830822,51.24428077,99.65827543
68,santander,68001,Bucaramanga,2007,9.570691849,5.791333333,,18.00327332,8.324357593,,26.66666667,10.53333333,51.5707683,99.48721455
5,,"56,15",Rionegro,2009,10.36550543,7.34556314,125.7519891,17.87709497,7.096976633,12.51422071,28.44141069,9.101251422,40.43528064,99.91217799
15, BOYACÁ ,"15,001",Tunja,2016,,7.136827295,101.2801631,29.69283276,10.08211584,15.47660922,70.34822371,,39.14878649,99.7281131
41,HUILA,41001,Neiva,2018,8.827195467,6.554750311,119.1075437,108.1599677,9.639129859,,,12.6825954,49.0997622,99.73434973
47,magdalena,47189,Ciénaga,2010,9.046126288,4.288849082,131.6633267,11.94690265,3.143342227,15.22615316,89.56560681,10.30004478,52.12718316,99.86232217
8,Atlántico,8001,Barranquilla,2016,9.720527397,6.553958333,122.3601741,37.63533253,8.399694022,17.4702381,53.57142857,10.92261905,68.16071429,99.95134412
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2020.0,14.07184661,6.219969606,35.49997442,72.56097561,6.428627232,10.0128259,40.95666139,6.854851748,44.19115983,99.73004242
44,La Guajira,44430,Maicao,2017.0,7.777013076,4.596237669,,9.092975676,2.929964594,13.5352145,160.5872907,9.63523744,55.67790778,98.62886358
44,La Guajira,44430,Maicao,2010,7.737725295,4.33467617,105.9653427,8.602150538,2.339395562,16.42392315,123.954137,11.46575767,,99.71491923
44,la guajira,44001,Riohacha,2011.0,9.448499594,4.599756937,101.4176663,33.09831571,2.995223832,30.78792789,222.8073729,20.05266356,51.31685575,99.56701031
52,Nariño,52835,San Andres De Tumaco,2011.0,5.941194301,4.855454545,99.19948074,13.74775852,3.464367289,13.93939394,60.60606061,10.60606061,62.05641492,99.69240234
17,Caldas,17001,Manizales,2011,8.780200354,6.609693878,68.25187142,17.16489875,7.78806616,14.12872841,98.11616954,10.00784929,27.51177394,99.43661972
44,La Guajira,44001,Riohacha,2015,8.606921029,5.080212955,98.0023903,10.53555751,2.27752686,19.16592724,106.4773736,,55.22626442,99.63748414
54,  Norte de Santander  ,54001,Cúcuta,2017,7.601219599,6.35334562,78.74591023,137.1253823,7.901332935,11.2702013,70.88176921,7.088176921,57.50637936,99.88457654
5,Antioquia,5615,Rionegro,2011.0,12.33022636,6.723035952,147.8643938,12.36191478,7.08790426,8.255659121,26.63115846,6.924101198,44.1011984,99.97272231
50,meta,50001,Villavicencio,2011.0,7.802226703,5.366955608,118.449627,152.6819497,6.230825618,15.76044129,87.55800718,10.50696086,35.97197898,99.6239255
20,Cesar,20001,Valledupar,2011.0,9.560922911,5.989701022,,10.87121788,4.821684759,,92.22965183,10.1452617,71.09573241,99.31131632
44,,44430,Maicao,2011,7.106598985,4.507332205,117.8972957,10.87866109,1.762527023,4.51212634,112.8031585,3.102086858,42.6677947,99.91428571
17,,17001,Manizales,2007,11.07351584,6.322748888,,21.17117117,8.269829596,20.09510661,61.35910416,,28.98617512,99.61898714
66, RISARALDA ,66001,Pereira,2013,9.774518389,6.764757324,105.5492287,99.69491192,9.285180937,12.35242676,43.72540446,,32.72846524,99.57768393
17,  Caldas  ,17001,Manizales,2008.0,10.11111111,6.501029948,79.41028648,20.48735061,8.689737179,20.7574077,110.9174457,13.94390746,29.84293194,99.64046413
47, MAGDALENA ,47189,Ciénaga,2016.0,8.519269777,5.4,143.4969211,19.88071571,4.244052114,8.92494929,,,39.87829615,99.79313198
73,  Tolima  ,73001,Ibagué,2014,7.888454861,6.680970958,75.80553526,44.22578975,6.608793362,11.70351105,75.85609016,7.693974859,48.60208062,99.78966014
13, BOLÍVAR ,13001,Cartagena,2016,9.361630025,6.513427652,,37.42966648,5.051367244,12.49576415,38.12267028,8.217553372,63.92748221,99.86584733
52,  Nariño  ,52835,San Andres De Tumaco,2019.0,5.061559508,4.814875581,76.5088805,80.4626603,2.81879562,7.656549084,,3.55482636,,98.92532378
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2005.0,12.7114803,6.201547707,67.70144761,24.89343427,4.424193976,17.45286902,67.50638018,10.96567054,34.71766156,99.6044543
15,Boyacá,15001,Tunja,2020.0,,6.311215753,92.31590181,17.4553102,10.7105203,9.845890411,64.21232877,7.063356164,34.78167808,99.84468604
27,Chocó,27001,Quibdó,2020,8.905275099,4.1205074,114.2857143,22.22222222,6.810624881,17.44186047,132.1353066,9.778012685,,92.69085003
76,valle del cauca,76109,Buenaventura,2015,8.4164859,5.337597572,60.53639847,69.59854751,2.729110175,16.47875108,260.1908066,10.19080659,30.50737207,96.36563877
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2006,12.90771534,6.295125719,70.69135401,32.88151236,4.363291221,16.14246779,62.27304709,9.939425309,35.11915398,99.6712727
76, VALLE DEL CAUCA ,"76,001",Cali,2020,10.84790374,6.370390099,46.67783743,78.66628176,9.429037173,11.46796177,37.59987467,8.052639825,38.90020367,99.69511217
66,Risaralda,66001,Pereira,2011,10.62723432,6.609914493,102.6065994,98.19424109,8.906447494,12.33899773,54.11841108,7.901288018,31.76012124,99.70205253
13,Bolívar,"13,001",Cartagena,2015,8.643092105,6.494634708,105.602746,36.10208449,5.410504564,11.84064466,37.00201455,8.017103153,66.70640957,99.92431251
19,Cauca,19001,Popayán,2012,10.76599431,5.780801583,171.2702472,32.66722508,7.342605608,16.45225136,,11.25680356,43.32013855,99.59636731
20, CESAR ,20001,Valledupar,2015,10.27612723,6.214963707,134.5913075,13.4269779,6.239864082,16.4014517,,11.30653266,72.4734785,99.61409276
41,Huila,sin dato,Neiva,2011,8.512638396,6.292830346,135.095804,148.6870121,7.708014293,17.29887453,62.52605252,11.98416007,47.55055243,99.60796779
50,Meta,50001,Villavicencio,2009,7.780851254,5.260676945,118.7449412,116.555773,6.048085485,,88.60535176,12.13893319,32.90104814,98.98403483
47,,"47,189",Ciénaga,2005.0,,4.678816467,116.550594,11.86440678,4.186808123,18.43910806,42.88164666,6.432246998,45.36480687,99.9126256
52,Nariño,52356,Ipiales,2017.0,8.681084374,7.549497411,,124.7667289,4.92166013,2.741395065,60.91989034,2.132196162,33.14042035,99.75339088
47, MAGDALENA ,47189,Ciénaga,2008,8.406304729,4.768659974,,12.92546316,3.274024126,17.023134,130.9471846,9.60279354,50.02182453,99.50428121
66,risaralda,66001,Pereira,2017,10.15906188,6.822771588,85.11239128,68.84253756,10.3555504,11.95450325,58.03156917,6.963788301,33.50742804,99.73834443
47, MAGDALENA ,"47,001",Santa Marta,2006,7.523881078,5.6957408,87.07374307,5.972059294,4.660782774,24.56817938,75.09923828,16.30726317,51.63230241,99.5740498
13,Bolívar,13001,Cartagena,2018,9.098023064,6.285214168,98.95120839,41.5663364,5.927804705,13.50906096,37.0675453,8.649093904,58.75205931,99.84880302
52,NARIÑO,52001,Pasto,2009.0,13.23161283,6.219137274,111.8026228,59.5091337,7.199136695,,154.9094376,14.4184938,49.86889154,99.10063199
23,Córdoba,23001,Montería,2020,11.33942161,5.459033396,146.0508829,115.4669439,13.35948106,,138.2838968,15.90264814,,99.75987005
70, SUCRE ,70001,Sincelejo,2008.0,8.335114341,5.823435163,155.7239729,67.62274674,5.647242297,12.60414441,64.0888699,9.613330485,59.44123314,99.64946873
23,Córdoba,sin dato,Montería,2016,12.05996601,5.81051226,189.5482728,127.7924828,9.408758276,26.58412236,97.11094926,17.96552561,79.12721534,99.78202653
15,Boyacá,"15,001",Tunja,2006,,5.984941341,126.6301513,10.22530329,8.848209412,20.13657853,105.0604097,15.05865873,30.24886085,99.78471475
70,Sucre,sin dato,Sincelejo,2010,,5.903455285,143.325783,81.32780083,6.302316052,9.710930443,101.6260163,6.662149955,65.52348613,99.73465621
47,Magdalena,47001,Santa Marta,2011,10.44573643,5.714631783,99.47274268,15.54898407,5.606120565,22.6744186,96.89922481,12.98449612,77.18023256,99.9405057
52,Nariño,52001,Pasto,2008,13.91673546,6.216270308,107.334625,18.60196418,6.989039007,21.54461973,117.7301625,13.06804803,49.5931124,98.87409201
54,Norte de Santander,54001,Cúcuta,2013.0,7.445950307,6.101590106,84.89603266,17.59368836,7.216358963,11.40379056,32.12335368,8.03083842,63.37134597,99.25598888
47,Magdalena,47001,Santa Marta,2013.0,10.74698795,5.87783763,98.50135053,44.04597701,5.696426516,,125.0480954,,80.72335514,99.65557961
52,Nariño,52835,San Andres De Tumaco,2005,7.596041909,3.280607937,118.5023628,7.541899441,2.588227939,16.32423304,112.5809175,10.69518717,39.92673993,96.54576857
47,Magdalena,47001,Santa Marta,2017,10.58812112,5.917410714,79.39922556,46.45567277,5.386560831,14.26630435,67.93478261,10.19021739,81.50232919,99.86120749
44,La Guajira,44650,San Juan Del Cesar,2011,10.23890785,5.423454158,311.4061557,25.35328346,11.24606388,23.45415778,213.2196162,16.63113006,58.41880342,99.42832014
52,Nariño,52835,San Andres De Tumaco,2017,4.688304997,5.027806385,99.0281827,14.96322597,3.523459327,,,5.921730175,57.28630278,99.42648592
52,nariño,52001,Pasto,2020,14.34245366,6.490438364,66.8716372,91.66221272,11.68397484,17.94645484,132.39188,11.62106502,66.93145043,99.75914496
13,Bolívar,13001,Cartagena,2005.0,8.267618906,5.428302727,90.25387512,12.65760923,4.126387267,20.59100134,84.14591892,12.27540464,54.58469783,99.44812921
19,Cauca,19001,Popayán,2008.0,10.20661157,5.719650416,146.3475031,20.33444816,7.281071505,13.1093814,54.6224225,10.37826028,38.79773887,99.68935329
47,Magdalena,47189,Ciénaga,2017,7.426710098,5.36286645,172.8184744,14.44622793,4.337133488,7.817589577,195.4397394,5.863192182,,99.66887417
66,Risaralda,sin dato,Pereira,2018.0,9.672744838,6.772480386,78.46989483,50.86493298,10.73355768,12.91490646,48.28002414,9.173204587,34.62884731,99.76603867
52,Nariño,52001,Pasto,2010,12.96662546,6.123594117,106.2545011,113.4122288,7.354923645,19.52787047,123.5941169,11.86503522,53.73300371,99.31904161
47,Magdalena,47001,Santa Marta,2015,10.0165967,6.144544212,85.17042219,27.15533612,5.679270044,13.85906695,,9.27191099,79.57828973,99.80045894
17,Caldas,17001,Manizales,2012.0,,6.577075099,74.569049,16.83937824,7.866918599,14.6809712,75.28703181,9.599096556,29.39958592,99.69348659
70,Sucre,70001,Sincelejo,2009,10.26800129,6.045503442,155.4416404,78.69177403,6.371646372,11.40275387,96.81583477,8.820998279,60.65926963,99.79086406
27,Chocó,27001,Quibdó,2014.0,9.059157389,4.675961954,167.2738793,24.87352445,5.522996615,18.59057501,151.3186338,11.02464332,37.79220779,98.79356568
76,Valle del Cauca,76001,Cali,2008,11.67415176,6.751575835,82.36237415,18.73393234,6.888158773,18.9100153,64.84916085,12.24352157,37.68640208,99.65195675
50,Meta,50001,Villavicencio,2005.0,6.318359375,4.84571594,106.7348763,7.089480743,5.965903115,,67.54148977,,30.77370001,98.67471071
18,Caquetá,18001,Florencia,2009,6.819813352,4.931348074,204.4871795,10.06178288,6.046574793,14.44365193,,,44.8343778,99.47157434
47,  Magdalena  ,47001,Santa Marta,2018,11.44607605,5.495283478,81.14919355,37.17228464,5.744351716,15.65690946,87.52309637,10.50277156,76.56325975,99.94041708
15,Boyacá,15001,Tunja,2013.0,14.4294699,6.692003594,134.5236639,21.96836555,9.420233935,,89.84725966,7.008086253,41.63522013,99.72314507
20,Cesar,20001,Valledupar,2010,9.979917925,5.568868496,127.2549976,23.83165723,4.875521758,18.69967968,164.4879231,12.29330794,76.02745677,99.07866761
44,La Guajira,44001,Riohacha,2007,11.76069154,4.039052497,90.8155919,10.13941698,3.069681776,29.44942382,213.4016219,14.93811353,37.43578767,93.99122807
27,Chocó,27001,Quibdó,2013,7.677589094,4.540603248,163.8780297,17.99954432,5.152224824,20.18561485,92.80742459,14.38515081,32.41299304,96.33656346
13,Bolívar,13001,Cartagena,2008.0,8.527395595,5.562764251,,12.00364911,4.402622719,18.75880838,126.3546678,,64.42574306,99.81630424
13,Bolívar,13001,Cartagena,2013,8.40906182,6.500319789,111.320295,48.67561757,4.574902923,12.9620944,,7.632285848,67.17690701,99.89552499
52,Nariño,52356,Ipiales,2014,8.926813259,7.142763374,106.2367,167.9410158,3.998760532,4.594683295,,3.938299967,41.94289465,99.6329663
27,choco,27001,Quibdó,2005,9.136714814,3.447766097,99.31458945,23.73316228,6.022549132,41.39290407,197.109067,26.60972405,18.99109792,98.03921569
5,Antioquia,5615,Rionegro,2014,13.94202327,7.495957405,200.6669282,10.34348165,10.56957316,9.465588641,39.43995267,8.085190298,40.78091106,100.0
52,Nariño,"52,001",Pasto,2017.0,13.22617681,7.024684271,92.41854637,125.4141982,7.68897913,14.69575201,126.2916188,9.529276693,63.3869116,99.76523066
13,BOLÍVAR,13001,Cartagena,2020,9.575492341,5.934835886,97.54196093,21.83219178,8.190633943,12.16630197,70.02188184,7.964989059,62.1750547,99.8389622
15,BOYACÁ,15001,Tunja,2006,,5.984941341,126.6301513,10.22530329,8.848209412,20.13657853,105.0604097,15.05865873,30.24886085,99.78471475
44,La Guajira,44430,Maicao,2018,8.570946516,3.948743888,156.8926123,14.78405316,4.299858901,20.73849267,134.8845051,9.947732254,49.83982465,98.98920678
73,TOLIMA,73001,Ibagué,2009.0,9.998996085,6.144895719,90.42950901,81.73737744,6.268846367,13.07254765,89.81139607,7.683863886,39.08355795,99.19189853
68,santander,68001,Bucaramanga,2017,9.876189795,6.699248658,105.2178076,43.00486201,8.79475191,8.586762075,35.77817531,6.010733453,52.70840787,99.86767625
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2016,13.08394001,6.951847596,50.85781972,80.21394688,4.61328263,10.77070159,33.3295326,7.007972775,43.65905642,99.73776771
54, NORTE DE SANTANDER ,54001,Cúcuta,2005,,4.994721122,101.843814,14.57905544,6.887725145,17.50364659,76.40480656,10.34937834,49.25706313,96.84783377
